latitude;longitude;altitude;geometry;name;marker-color;marker-symbol;line
38.79930767201779;-77.12911152370515;;Point;Van Dorn Street;#0000ff;rail-metro;blue
38.766521892689916;-77.16797018042666;;Point;Franconia-Springfield;#0000ff;rail-metro;blue
